Name,NORAD ID,Int'l Code,Launch date,"Period
[minutes]",Longitude,Action,Longitude,sat_name,sat_operator,long_string,x_coord,y_coord,include
COSMOS 2291,23267,1994-060A,"September 21, 1994",1437.2,118.8° E,TRACK IT,118.8,COSMOS 2291,Russia,118.8° E,0.855,-0.109,TRUE
BEIDOU IGSO 2,37256,2010-068A,"December 17, 2010",1435.7,118.9° E,TRACK IT,118.9,BEIDOU IGSO 2,China,118.9° E,0.856,-0.107,TRUE
SKYNET 4B,19687,1988-109A,"December 11, 1988",1444.7,118.9° E,TRACK IT,118.9,SKYNET 4B,United Kingdom,118.9° E,0.856,-0.106,TRUE
IPSTAR 1,28786,2005-028A,"August 11, 2005",1436.1,119.5° E,TRACK IT,119.5,IPSTAR 1,Thailand,119.5° E,0.862,-0.106,TRUE
ASIASAT 6,40141,2014-052A,"September 7, 2014",1436.1,119.9° E,TRACK IT,119.9,ASIASAT 6,AsiaSat,119.9° E,0.865,-0.104,TRUE
INSAT 3C,27298,2002-002A,"January 23, 2002",1450.1,120.2° E,TRACK IT,120.2,INSAT 3C,India,120.2° E,0.868,-0.104,TRUE
GORIZONT 27,22245,1992-082A,"November 27, 1992",1437.5,120.7° E,TRACK IT,120.7,GORIZONT 27,Russia,120.7° E,0.872,-0.097,TRUE
ASIASAT 9,42942,2017-057A,"September 28, 2017",1436.1,122.1° E,TRACK IT,122.1,ASIASAT 9,AsiaSat,122.1° E,0.884,-0.096,TRUE
EUTE 12 WEST A (AB 1),27508,2002-040A,"August 28, 2002",1465,123.2° E,TRACK IT,123.2,EUTE 12 WEST A (AB 1),Europe,123.2° E,0.893,-0.095,TRUE
PAS 6,24891,1997-040A,"August 8, 1997",1536.8,123.4° E,TRACK IT,123.4,PAS 6,United States,123.4° E,0.894,-0.086,TRUE
SATCOM C4,22096,1992-057A,"August 31, 1992",1454.3,123.5° E,TRACK IT,123.5,SATCOM C4,United States,123.5° E,0.895,-0.085,TRUE
JCSAT 13,38331,2012-023A,"May 15, 2012",1436.1,124° E,TRACK IT,124,JCSAT 13,Japan,124° E,0.899,-0.082,TRUE
CHINASAT 6A,37150,2010-042A,"September 4, 2010",1436.1,125.1° E,TRACK IT,125.1,CHINASAT 6A,China,125.1° E,0.907,-0.078,TRUE
QZS-3 (MICHIBIKI-3),42917,2017-048A,"August 19, 2017",1436.2,126.9° E,TRACK IT,126.9,QZS-3 (MICHIBIKI-3),Japan,126.9° E,0.920,-0.075,TRUE
SKYNET 2B,7547,1974-094A,"November 23, 1974",1435.2,127.4° E,TRACK IT,127.4,SKYNET 2B,United Kingdom,127.4° E,0.923,-0.075,TRUE
JCSAT 10,29272,2006-033A,"August 11, 2006",1436.1,128° E,TRACK IT,128,JCSAT 10,Japan,128° E,0.927,-0.075,TRUE
COMS 1,36744,2010-032A,"June 26, 2010",1436.1,128.1° E,TRACK IT,128.1,COMS 1,South Korea,128.1° E,0.928,-0.069,TRUE
GEO-KOMPSAT-2A,43823,2018-100A,"December 4, 2018",1436.1,128.3° E,TRACK IT,128.3,GEO-KOMPSAT-2A,South Korea,128.3° E,0.929,-0.064,TRUE
ANIK D1 (TELESAT 6),13431,1982-082A,"August 26, 1982",1438.2,128.3° E,TRACK IT,128.3,ANIK D1 (TELESAT 6),Canada,128.3° E,0.929,-0.064,TRUE
LAOSAT 1,41034,2015-067A,"November 20, 2015",1436.1,128.5° E,TRACK IT,128.5,LAOSAT 1,Laos,128.5° E,0.930,-0.063,TRUE
IRNSS 1G,41469,2016-027A,"April 28, 2016",1436.2,129.4° E,TRACK IT,129.4,IRNSS 1G,India,129.4° E,0.936,-0.060,TRUE
CHINASAT 1A,37804,2011-047A,"September 17, 2011",1436.1,129.8° E,TRACK IT,129.8,CHINASAT 1A,China,129.8° E,0.938,-0.059,TRUE
CHINASAT 20A,37234,2010-064A,"November 24, 2010",1436.1,130° E,TRACK IT,130,CHINASAT 20A,China,130° E,0.940,-0.056,TRUE
EKRAN 21,26736,2001-014A,"April 7, 2001",1445.9,130° E,TRACK IT,130,EKRAN 21,Russia,130° E,0.940,-0.055,TRUE
INTELSAT 604,20667,1990-056A,"June 23, 1990",1462.9,130.4° E,TRACK IT,130.4,INTELSAT 604,Intelsat,130.4° E,0.942,-0.054,TRUE
AFRISTAR,25515,1998-063A,"October 28, 1998",1454.4,130.4° E,TRACK IT,130.4,AFRISTAR,United States,130.4° E,0.942,-0.054,TRUE
VINASAT 2,38332,2012-023B,"May 15, 2012",1436.1,131.8° E,TRACK IT,131.8,VINASAT 2,Vietnam,131.8° E,0.950,-0.053,TRUE
VINASAT 1,32767,2008-018A,"April 18, 2008",1436.1,131.9° E,TRACK IT,131.9,VINASAT 1,Vietnam,131.9° E,0.951,-0.050,TRUE
JCSAT 9,29045,2006-010A,"April 12, 2006",1436.1,132° E,TRACK IT,132,JCSAT 9,Japan,132° E,0.951,-0.049,TRUE
APSTAR 6,28638,2005-012A,"April 12, 2005",1436.1,133.8° E,TRACK IT,133.8,APSTAR 6,China,133.8° E,0.960,-0.044,TRUE
APSTAR 6C,43450,2018-041A,"May 3, 2018",1436.1,134° E,TRACK IT,134,APSTAR 6C,China,134° E,0.961,-0.043,TRUE
USA 65,20929,1990-095A,"November 13, 1990",1463.5,134.7° E,TRACK IT,134.7,USA 65,United States,134.7° E,0.965,-0.042,TRUE
CHINASAT 7,24282,1996-048A,"August 18, 1996",1350.1,135.4° E,TRACK IT,135.4,CHINASAT 7,China,135.4° E,0.968,-0.039,TRUE
NSTAR C,27461,2002-035B,"July 5, 2002",1436.1,135.9° E,TRACK IT,135.9,NSTAR C,Japan,135.9° E,0.970,-0.039,TRUE
JCSAT 16,41729,2016-050A,"August 14, 2016",1436.1,136° E,TRACK IT,136,JCSAT 16,Japan,136° E,0.970,-0.038,TRUE
JCSAT 8,27399,2002-015A,"March 29, 2002",1436.1,136° E,TRACK IT,136,JCSAT 8,Japan,136° E,0.970,-0.037,TRUE
GORIZONT 28,22880,1993-069A,"October 28, 1993",1445,137.1° E,TRACK IT,137.1,GORIZONT 28,Russia,137.1° E,0.975,-0.035,TRUE
TELSTAR 18V,43611,2018-068C,"September 7, 2018",1436.2,138° E,TRACK IT,138,TELSTAR 18V,Canada,138° E,0.978,-0.033,TRUE
APSTAR 5 (TELSTAR 18),28364,2004-024A,"June 29, 2004",1436.1,138° E,TRACK IT,138,APSTAR 5 (TELSTAR 18),China,138° E,0.978,-0.030,TRUE
SINOSAT 2,29516,2006-048A,"October 28, 2006",1550.3,138.3° E,TRACK IT,138.3,SINOSAT 2,China,138.3° E,0.979,-0.028,TRUE
INMARSAT 2-F3,21814,1991-084B,"December 16, 1991",1499,138.8° E,TRACK IT,138.8,INMARSAT 2-F3,Inmarsat,138.8° E,0.981,-0.027,TRUE
GALAXY 7,22205,1992-072A,"October 28, 1992",1444.3,139° E,TRACK IT,139,GALAXY 7,United States,139° E,0.982,-0.024,TRUE
COSMOS 1738,16667,1986-027A,"April 4, 1986",1435.6,139.5° E,TRACK IT,139.5,COSMOS 1738,Russia,139.5° E,0.983,-0.022,TRUE
EXPRESS AT-2,39613,2014-010B,"March 15, 2014",1436.1,139.8° E,TRACK IT,139.8,EXPRESS AT-2,Russia,139.8° E,0.984,-0.017,TRUE
BEIDOU G1,36287,2010-001A,"January 16, 2010",1436.2,139.9° E,TRACK IT,139.9,BEIDOU G1,China,139.9° E,0.985,-0.017,TRUE
EXPRESS-AM5,39487,2013-077A,"December 26, 2013",1436.1,140° E,TRACK IT,140,EXPRESS-AM5,Russia,140° E,0.985,-0.016,TRUE
SKY MUSTER,40940,2015-054A,"September 30, 2015",1436.1,140.2° E,TRACK IT,140.2,SKY MUSTER,Australia,140.2° E,0.985,-0.012,TRUE
HIMAWARI 8,40267,2014-060A,"October 6, 2014",1436.1,140.7° E,TRACK IT,140.7,HIMAWARI 8,Japan,140.7° E,0.987,-0.010,TRUE
HIMAWARI 9,41836,2016-064A,"November 2, 2016",1436.1,140.8° E,TRACK IT,140.8,HIMAWARI 9,Japan,140.8° E,0.987,-0.009,TRUE
WINDS (KIZUNA),32500,2008-007A,"February 23, 2008",1436.3,141.9° E,TRACK IT,141.9,WINDS (KIZUNA),Japan,141.9° E,0.990,-0.005,TRUE
APSTAR 9,40982,2015-059A,"October 16, 2015",1436.1,142° E,TRACK IT,142,APSTAR 9,China,142° E,0.990,0.000,TRUE
GOES 10,24786,1997-019A,"April 25, 1997",1452.7,142.2° E,TRACK IT,142.2,GOES 10,United States,142.2° E,0.991,0.003,TRUE
METEOSAT 3,19215,1988-051A,"June 15, 1988",1485.3,142.8° E,TRACK IT,142.8,METEOSAT 3,Europe,142.8° E,0.992,0.011,TRUE
SYNCOM 3,858,1964-047A,"August 19, 1964",1436.7,142.8° E,TRACK IT,142.8,SYNCOM 3,United States,142.8° E,0.992,0.012,TRUE
JCSAT 2,20402,1990-001B,"January 1, 1990",1461.3,142.9° E,TRACK IT,142.9,JCSAT 2,Japan,142.9° E,0.992,0.012,TRUE
BSAT-1B,25312,1998-024B,"April 28, 1998",1452.7,143.2° E,TRACK IT,143.2,BSAT-1B,Japan,143.2° E,0.993,0.019,TRUE
INMARSAT 4-F1,28628,2005-009A,"March 11, 2005",1436.1,143.5° E,TRACK IT,143.5,INMARSAT 4-F1,Inmarsat,143.5° E,0.994,0.022,TRUE
SUPERBIRD 7,33274,2008-038A,"August 14, 2008",1436.1,143.9° E,TRACK IT,143.9,SUPERBIRD 7,Japan,143.9° E,0.994,0.025,TRUE
CHINASAT 22A,29398,2006-038A,"September 12, 2006",1438.5,144.5° E,TRACK IT,144.5,CHINASAT 22A,China,144.5° E,0.995,0.027,TRUE
SKY MUSTER II,41794,2016-060B,"October 5, 2016",1436.1,144.8° E,TRACK IT,144.8,SKY MUSTER II,Australia,144.8° E,0.996,0.031,TRUE
MTSAT-2,28937,2006-004A,"February 18, 2006",1436.1,145° E,TRACK IT,145,MTSAT-2,Japan,145° E,0.996,0.032,TRUE
EXPRESS 4A,27441,2002-029A,"June 10, 2002",1436,145.6° E,TRACK IT,145.6,EXPRESS 4A,Russia,145.6° E,0.997,0.032,TRUE
ASIASAT 3S,25657,1999-013A,"March 21, 1999",1436.1,146° E,TRACK IT,146,ASIASAT 3S,AsiaSat,146° E,0.998,0.038,TRUE
APSTAR 2R (TELSTAR 10),25010,1997-062A,"October 16, 1997",1451.4,146.8° E,TRACK IT,146.8,APSTAR 2R (TELSTAR 10),China,146.8° E,0.998,0.038,TRUE
SUPERBIRD A,20040,1989-041A,"June 5, 1989",1443.6,146.9° E,TRACK IT,146.9,SUPERBIRD A,Japan,146.9° E,0.999,0.047,TRUE
CS 3B,19508,1988-086A,"September 16, 1988",1451.2,147.1° E,TRACK IT,147.1,CS 3B,Japan,147.1° E,0.999,0.048,TRUE
ARTEMIS,26863,2001-029A,"July 12, 2001",1450.2,147.8° E,TRACK IT,147.8,ARTEMIS,Europe,147.8° E,0.999,0.054,TRUE
USA 7,15453,1984-129A,"December 22, 1984",1456.7,148.2° E,TRACK IT,148.2,USA 7,United States,148.2° E,1.000,0.054,TRUE
EXPRESS 3A,26378,2000-031A,"June 24, 2000",1457.9,148.4° E,TRACK IT,148.4,EXPRESS 3A,Russia,148.4° E,1.000,0.073,TRUE
BRAZILSAT B3,25152,1998-006A,"February 4, 1998",1451.3,149° E,TRACK IT,149,BRAZILSAT B3,Brazil,149° E,1.000,0.078,TRUE
JCSAT 6,25630,1999-006A,"February 16, 1999",1436.1,150° E,TRACK IT,150,JCSAT 6,Japan,150° E,1.000,0.079,TRUE
BRISAT,41591,2016-039A,"June 18, 2016",1436.1,150.5° E,TRACK IT,150.5,BRISAT,Indonesia,150.5° E,1.000,0.082,TRUE
OPTUS D2,32252,2007-044A,"October 5, 2007",1436.1,152° E,TRACK IT,152,OPTUS D2,Australia,152° E,0.999,0.084,TRUE
AEHF-3 (USA 246),39256,2013-050A,"September 18, 2013",1436.1,152.2° E,TRACK IT,152.2,AEHF-3 (USA 246),United States,152.2° E,0.999,0.085,TRUE
BS-3N,23176,1994-040B,"July 8, 1994",1452.3,152.2° E,TRACK IT,152.2,BS-3N,Japan,152.2° E,0.999,0.085,TRUE
UFO 1 (USA 98),22563,1993-015A,"March 25, 1993",1450.8,153.5° E,TRACK IT,153.5,UFO 1 (USA 98),United States,153.5° E,0.998,0.091,TRUE
JCSAT-14,41471,2016-028A,"May 6, 2016",1436.1,154° E,TRACK IT,154,JCSAT-14,Japan,154° E,0.998,0.097,TRUE
INTELSAT 3R (PAS 3R),23764,1996-002A,"January 12, 1996",1453.2,154.7° E,TRACK IT,154.7,INTELSAT 3R (PAS 3R),United States,154.7° E,0.997,0.100,TRUE
TJS-1,40892,2015-046A,"September 12, 2015",1436.1,155° E,TRACK IT,155,TJS-1,China,155° E,0.996,0.101,TRUE
OPTUS C1,27831,2003-028B,"June 11, 2003",1436.1,155.7° E,TRACK IT,155.7,OPTUS C1,Australia,155.7° E,0.995,0.106,TRUE
OPTUS 10,40146,2014-054A,"September 11, 2014",1436.1,156° E,TRACK IT,156,OPTUS 10,Australia,156° E,0.995,0.106,TRUE
OPTUS D3,35756,2009-044B,"August 21, 2009",1436.1,156° E,TRACK IT,156,OPTUS D3,Australia,156° E,0.995,0.116,TRUE
TELKOM 2,28902,2005-046A,"November 16, 2005",1436.1,157° E,TRACK IT,157,TELKOM 2,Indonesia,157° E,0.993,0.117,TRUE
INTELSAT 1R (PAS 1R),26608,2000-072A,"November 16, 2000",1436.1,157.1° E,TRACK IT,157.1,INTELSAT 1R (PAS 1R),United States,157.1° E,0.992,0.123,TRUE
MORELOS 2,16274,1985-109B,"November 27, 1985",1446.2,158.7° E,TRACK IT,158.7,MORELOS 2,Mexico,158.7° E,0.988,0.126,TRUE
ABS 1 (LMI 1),25924,1999-053A,"September 26, 1999",1436.1,159° E,TRACK IT,159,ABS 1 (LMI 1),China,159° E,0.988,0.129,TRUE
OPTUS D1,29495,2006-043B,"October 13, 2006",1436.1,160° E,TRACK IT,160,OPTUS D1,Australia,160° E,0.985,0.132,TRUE
BEIDOU G4,37210,2010-057A,"October 31, 2010",1436.1,160.1° E,TRACK IT,160.1,BEIDOU G4,China,160.1° E,0.985,0.135,TRUE
GORIZONT 31,23775,1996-005A,"January 25, 1996",1441.4,163.6° E,TRACK IT,163.6,GORIZONT 31,Russia,163.6° E,0.972,0.141,TRUE
EUTE 25A (HB 5),25495,1998-057A,"October 9, 1998",1462.5,164.7° E,TRACK IT,164.7,EUTE 25A (HB 5),Europe,164.7° E,0.967,0.143,TRUE
SBS 1,12065,1980-091A,"November 15, 1980",1442.4,164.9° E,TRACK IT,164.9,SBS 1,United States,164.9° E,0.966,0.144,TRUE
INMARSAT 2-F2,21149,1991-018A,"March 8, 1991",1458.6,165.3° E,TRACK IT,165.3,INMARSAT 2-F2,Inmarsat,165.3° E,0.965,0.145,TRUE
LUCH 5A,37951,2011-074B,"December 11, 2011",1436.1,165.7° E,TRACK IT,165.7,LUCH 5A,Russia,165.7° E,0.963,0.146,TRUE
INTELSAT 19,38356,2012-030A,"June 1, 2012",1436.1,166° E,TRACK IT,166,INTELSAT 19,Intelsat,166° E,0.961,0.147,TRUE
TURKSAT 2A,26666,2001-002A,"January 10, 2001",1466.2,166° E,TRACK IT,166,TURKSAT 2A,Turkey,166° E,0.961,0.147,TRUE
TIANLIAN 1-02,37737,2011-032A,"July 11, 2011",1436.1,167.2° E,TRACK IT,167.2,TIANLIAN 1-02,China,167.2° E,0.955,0.148,TRUE
PALAPA B1,14134,1983-059C,"June 18, 1983",1436.9,168.3° E,TRACK IT,168.3,PALAPA B1,Indonesia,168.3° E,0.949,0.150,TRUE
JCSAT 12,35755,2009-044A,"August 21, 2009",1436.1,168.9° E,TRACK IT,168.9,JCSAT 12,Japan,168.9° E,0.946,0.153,TRUE
INTELSAT 805,25371,1998-037A,"June 18, 1998",1436.1,169.1° E,TRACK IT,169.1,INTELSAT 805,Intelsat,169.1° E,0.945,0.155,TRUE
USA 252,39751,2014-027A,"May 22, 2014",1436.1,170° E,TRACK IT,170,USA 252,United States,170° E,0.940,-0.155,TRUE
GALAXY 26 (TELSTAR 6),25626,1999-005A,"February 15, 1999",1454.5,170° E,TRACK IT,170,GALAXY 26 (TELSTAR 6),United States,170° E,0.940,-0.155,TRUE
EUTELSAT 172B,42741,2017-029B,"June 1, 2017",1436.1,172° E,TRACK IT,172,EUTELSAT 172B,Europe,172° E,0.927,-0.155,TRUE
TURKSAT 1B,23200,1994-049B,"August 10, 1994",1453.8,172.3° E,TRACK IT,172.3,TURKSAT 1B,Turkey,172.3° E,0.925,-0.155,TRUE
BS-3A (YURI 3A),20771,1990-077A,"August 28, 1990",1457.3,173.5° E,TRACK IT,173.5,BS-3A (YURI 3A),Japan,173.5° E,0.917,-0.155,TRUE
GE-23,28924,2005-052A,"December 29, 2005",1436.1,174° E,TRACK IT,174,GE-23,Europe,174° E,0.914,-0.155,TRUE
APSTAR 1,23185,1994-043A,"July 21, 1994",1449,174.7° E,TRACK IT,174.7,APSTAR 1,China,174.7° E,0.909,-0.155,TRUE
INTELSAT 701,22871,1993-066A,"October 22, 1993",1449.8,175.2° E,TRACK IT,175.2,INTELSAT 701,Intelsat,175.2° E,0.905,-0.155,TRUE
NSS 11 (AAP-1),26554,2000-059A,"October 1, 2000",1436.1,176° E,TRACK IT,176,NSS 11 (AAP-1),SES,176° E,0.899,-0.155,TRUE
NSAT 110,26559,2000-060A,"October 6, 2000",1451.9,177.2° E,TRACK IT,177.2,NSAT 110,Japan,177.2° E,0.889,-0.155,TRUE
SOLIDARIDAD 2,23313,1994-065A,"October 8, 1994",1456.5,177.5° E,TRACK IT,177.5,SOLIDARIDAD 2,Mexico,177.5° E,0.887,-0.155,TRUE
ORION 3,25727,1999-024A,"May 5, 1999",138.6,177.8° E,TRACK IT,177.8,ORION 3,United States,177.8° E,0.885,-0.155,TRUE
NAHUEL I1 (ANIK C1),15642,1985-028B,"April 12, 1985",1444.8,178° E,TRACK IT,178,NAHUEL I1 (ANIK C1),Argentina,178° E,0.883,-0.155,TRUE
INMARSAT 3-F3,24674,1996-070A,"December 18, 1996",1436.1,178.2° E,TRACK IT,178.2,INMARSAT 3-F3,Inmarsat,178.2° E,0.881,-0.155,TRUE
EUTELSAT 2-F2,21056,1991-003B,"January 15, 1991",1455.4,178.3° E,TRACK IT,178.3,EUTELSAT 2-F2,Europe,178.3° E,0.880,-0.155,TRUE
LEASAT 5,20410,1990-002B,"January 9, 1990",1445.8,178.4° E,TRACK IT,178.4,LEASAT 5,United States,178.4° E,0.880,-0.155,TRUE
HOT BIRD 1,23537,1995-016B,"March 28, 1995",1449.9,178.7° E,TRACK IT,178.7,HOT BIRD 1,Europe,178.7° E,0.877,-0.155,TRUE
AGILA 1 (PALAPA B2P),17706,1987-029A,"March 20, 1987",1441.1,179° E,TRACK IT,179,AGILA 1 (PALAPA B2P),Philippines,179° E,0.875,-0.155,TRUE
INMARSAT 5-F3,40882,2015-042A,"August 28, 2015",1436.1,179.6° E,TRACK IT,179.6,INMARSAT 5-F3,Inmarsat,179.6° E,0.869,-0.155,TRUE
INTELSAT 18,37834,2011-056A,"October 5, 2011",1436.1,180° E,TRACK IT,180,INTELSAT 18,Intelsat,180° E,0.866,-0.155,TRUE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,FALSE
